"title","release_date","rating","director","writer","genres","runtime","original_language","budget","revenue"
"Cehennemde","24/11/2003 (US)","65","Ringo Lam","Jorge Alvarez","Aksiyon,Dram,Gerilim","1h 36m","İngilizce","$17,000,000.00","$293,671.00"
"Cehennemden Daha Sıcak","25/04/1997 (US)","59","Mick Jackson","","Bilim-Kurgu,Aksiyon,Dram,Gerilim","1h 44m","İngilizce","$90,000,000.00","$122,823,468.00"
"Cehenneme Bir Adım","21/04/2006 (TR)","70","Neil Marshall","","Macera,Korku","1h 39m","İngilizce","$3,500,000.00","$57,130,027.00"
"Celebrity Sex Tape","02/02/2012 (US)","44","Scott Wheeler","","Komedi","1h 27m","İngilizce","-","-"
"Cellat","18/08/2017 (US)","69","Ric Roman Waugh","Ric Roman Waugh","Suç,Dram,Gerilim","2h 1m","İngilizce","-","-"
"Cemaat Kızı","10/02/2023 (ES)","61","Víctor García","","Korku","1h 38m","İspanyolca; Kastilyaca","-","-"
"Cemetery Man","25/03/1994 (IT)","69","Michele Soavi","Gianni Romoli","Komedi,Korku","1h 43m","İtalyanca","$4,000,000.00","-"
"Cenaze","13/10/2023 (TR)","71","Margaret Betts","","Komedi,Dram","2h 7m","İngilizce","-","-"
"Cenazede Ölüm","17/08/2007 (US)","69","Frank Oz","","Komedi,Dram","1h 30m","İngilizce","$9,000,000.00","$46,789,413.00"
"Cennet Beklesin","05/08/1943 (US)","69","Ernst Lubitsch","","Komedi,Romantik,Fantastik,Dram","1h 52m","İngilizce","-","-"
"Cennet Kulübü","11/07/1986 (US)","51","Harold Ramis","","Komedi,Dram,Romantik","1h 36m","İngilizce","$15,000,000.00","$12,308,521.00"
"Cennet Otoyolu","29/09/2022 (DE)","59","Anna Gutto","Anna Gutto","Gerilim,Suç,Dram","1h 55m","İngilizce","-","-"
"Cennet Sineması","21/09/1990 (TR)","85","Giuseppe Tornatore","Vanna Paoli","Dram,Romantik","2h 35m","İtalyanca","$5,000,000.00","$11,990,401.00"
"Cennet Şehri","11/11/2022 (US)","55","Chuck Russell","Chuck Russell","Aksiyon,Suç,Gerilim","1h 33m","İngilizce","$20,000,000.00","-"
"Cennet ve Yeryüzü","25/12/1993 (US)","67","Oliver Stone","","Tarih,Savaş,Aksiyon,Dram","2h 20m","İngilizce","$33,000,000.00","$5,900,000.00"
"Cennete Bilet","16/09/2022 (TR)","65","Ol Parker","","Dram,Komedi,Romantik","1h 44m","İngilizce","$20,000,000.00","$168,800,000.00"
"Cennete Yolculuk","16/04/2014 (US)","67","Randall Wallace","","Dram","1h 39m","İngilizce","$12,000,000.00","$101,300,000.00"
"Cennetimden Bakarken","15/01/2010 (US)","71","Peter Jackson","","Fantastik,Dram","2h 16m","İngilizce","$65,000,000.00","$93,600,000.00"
"Cennetin Kapısında","11/09/2015 (US)","60","Michael Polish","Don Piper","Dram","2h 1m","İngilizce","$5,000,000.00","$4,842,699.00"
"Cennette Sorun Var","12/05/2017 (US)","54","Jonathan Levine","Katie Dippold","Aksiyon,Komedi","1h 30m","İngilizce","$42,000,000.00","$60,800,000.00"
"Cennetten de Garip","01/10/1984 (US)","72","Jim Jarmusch","","Komedi,Dram","1h 26m","İngilizce","-","-"
"Centilmen","26/11/2010 (GB)","59","Anton Corbijn","","Suç,Dram,Gerilim","1h 44m","İngilizce","$20,000,000.00","$67,900,000.00"
"Centilmen","26/11/2010 (GB)","59","Anton Corbijn","","Suç,Dram,Gerilim","1h 44m","İngilizce","$20,000,000.00","$67,900,000.00"
"Cephede Eğlence","18/02/1970 (US)","70","Robert Altman","","Komedi,Dram,Savaş","1h 56m","İngilizce","$3,500,000.00","$81,600,000.00"
"Ceset","21/12/2012 (ES)","76","Oriol Paulo","Oriol Paulo","Gerilim,Gizem","1h 52m","İspanyolca; Kastilyaca","-","-"
"Ceset Yiyicilerin İstilası","20/12/1978 (US)","72","Philip Kaufman","","Bilim-Kurgu,Korku","1h 56m","İngilizce","$3,500,000.00","$24,946,533.00"
"Cesetler Evi","11/04/2003 (US)","62","Rob Zombie","","Korku,Komedi","1h 29m","İngilizce","$7,000,000.00","$17,949,758.00"
"Cesur Civciv","04/11/2005 (US)","59","Mark Dindal","","Animasyon,Aile,Komedi","1h 21m","İngilizce","$150,000,000.00","$314,400,000.00"
"Cesur Savaşçılar /  Sooryavanshi","05/11/2021 (IN)","58","Rohit Shetty","Farhad Samji","Aksiyon,Suç,Gerilim","2h 25m","Hintçe","$13,000,000.00","$37,700,000.00"
"Cesur Yürek","22/09/1995 (TR)","79","Mel Gibson","","Aksiyon,Dram,Tarih,Savaş","2h 57m","İngilizce","$72,000,000.00","$213,200,000.00"
"Cesur Zebra","18/07/2013 (TR)","60","Anthony Silverston","Anthony Silverston","Animasyon,Macera,Aile","1h 25m","İngilizce","$20,000,000.00","$27,200,000.00"
"Cezalandırıcı","10/12/1993 (TR)","67","Marco Brambilla","","Suç,Aksiyon,Bilim-Kurgu","1h 55m","İngilizce","$57,000,000.00","$58,055,768.00"
"Charlie Brown Noeli","09/12/1965 (US)","77","Bill Melendez","Charles M. Schulz","Animasyon,Aile,Komedi,TV film","25m","İngilizce","$96,000.00","-"
"Charlie Countryman'ın Gerekli Ölümü","15/11/2013 (US)","64","Fredrik Bond","Matt Drake","Aksiyon,Komedi,Dram,Romantik,Gerilim","1h 47m","İngilizce","-","$11,650.00"
"Charlie Wilson'ın Savaşı","21/12/2007 (US)","65","Mike Nichols","","Komedi,Dram,Tarih","1h 42m","İngilizce","$75,000,000.00","$119,483,446.00"
"Charlie'nin Çikolata Fabrikası","12/08/2005 (TR)","71","Tim Burton","","Macera,Komedi,Aile,Fantastik","1h 55m","İngilizce","$150,000,000.00","$475,000,000.00"
"Charlie'nin Melekleri","29/11/2019 (TR)","65","Elizabeth Banks","","Aksiyon,Macera,Komedi","1h 58m","İngilizce","$48,000,000.00","$73,279,888.00"
"Charlie'nin Melekleri","24/11/2000 (TR)","58","McG","Ed Solomon","Aksiyon,Macera,Komedi,Suç,Gerilim","1h 38m","İngilizce","$92,000,000.00","$264,100,000.00"
"Charm City Kings","27/01/2020 (US)","79","Ángel Manuel Soto","","Dram","2h 5m","İngilizce","-","-"
"Château Rouge","18/05/2024 (FR)","0","Hélène Milano","","Belgesel","1h 47m","Fransızca","-","-"
"Che: Birinci Bölüm","16/01/2009 (MX)","68","Steven Soderbergh","","Dram,Tarih,Savaş","2h 14m","İngilizce","$30,000,000.00","-"
"Cheat","06/09/2024 (US)","0","Nick Psinakis","Nick Psinakis","Gerilim,Korku","1h 25m","İngilizce","-","-"
"Cheaters","02/04/2024 (PH)","0","Dustin Celestino","John Carlo Pacala","Dram","51m","Tagalog","-","-"
"Cherbourg Şemsiyeleri","19/02/1964 (FR)","74","Jacques Demy","Jacques Demy","Dram,Romantik","1h 31m","Fransızca","$7.00","-"
"Cherry","26/02/2021 (US)","74","Anthony Russo","","Dram,Suç","2h 30m","İngilizce","$40,000,000.00","-"
"Cherry Magic! THE MOVIE","08/04/2022 (JP)","65","Hiroki Kazama","","Komedi,Romantik","1h 44m","Japonca","-","-"
"Cherry'nin Hikayesi","21/09/2012 (US)","46","Stephen Elliott","","Dram","1h 42m","İngilizce","$2,500,000.00","$8,315.00"
"Chip ve Dale: Kurtarma Timi","18/05/2022 (US)","70","Akiva Schaffer","Doug Mand","Animasyon,Aile,Komedi,Macera,Gizem","1h 39m","İngilizce","$70,000,000.00","$623,190.00"
"Chi-Raq","04/12/2015 (US)","58","Spike Lee","Spike Lee","Dram,Suç,Komedi","2h 7m","İngilizce","-","-"
"Chronicles of the Ghostly Tribe","30/09/2015 (CN)","61","Lu Chuan","Lu Chuan","Macera,Aksiyon,Gerilim","1h 55m","Çince","-","$99,849,421.00"
"Chucky'nin Gelini","16/10/1998 (US)","60","Ronny Yu","","Komedi,Korku,Romantik","1h 29m","İngilizce","$25,000,000.00","$50,671,850.00"
"Chucky'nin Laneti","08/10/2013 (US)","59","Don Mancini","Don Mancini","Korku,Gerilim","1h 37m","İngilizce","$5,000,000.00","$3,800,000.00"
"Chucky'nin Tohumu","12/11/2004 (US)","54","Don Mancini","","Komedi,Korku","1h 26m","İngilizce","$12,000,000.00","$24,829,644.00"
"Chunin Exam on Fire! and Naruto vs. Konohamaru!","30/07/2011 (JP)","69","Hayato Date","","Animasyon,Aksiyon","14m","Japonca","-","-"
"Ciddi Bir Adam","02/10/2009 (US)","67","Joel Coen","Joel Coen","Komedi,Dram","1h 46m","İngilizce","$7,000,000.00","$31,400,000.00"
"Cinayet Gecesi","18/05/2007 (TR)","73","Gregory Hoblit","","Gerilim","1h 53m","İngilizce","$10,000,000.00","$91,354,215.00"
"Cinayet Günlüğü","02/05/2003 (KR)","81","Bong Joon-ho","Bong Joon-ho","Suç,Dram,Gerilim","2h 12m","Korece","$2,800,000.00","$26,000,000.00"
"Cinayet Var","01/10/1955 (TR)","80","Alfred Hitchcock","","Gerilim,Suç","1h 45m","İngilizce","$1,400,000.00","$3,000,000.00"
"Cinayeti Gördüm","25/10/1971 (TR)","74","Michelangelo Antonioni","","Dram,Gizem,Gerilim","1h 51m","İngilizce","$1,800,000.00","-"
"Cinderella","22/02/1965 (US)","64","Charles S. Dubin","","Fantastik,Romantik,TV film,Müzik","1h 18m","İngilizce","-","-"
"Cinderella Man","02/06/2005 (US)","75","Ron Howard","","Romantik,Dram,Tarih","2h 24m","İngilizce","$88,000,000.00","$108,539,911.00"
"Cinderella's Hot Night","30/05/2017 (US)","59","Dean McKendrick","Suzanne Cabot","Fantastik,Komedi","1h 20m","İngilizce","-","-"
"Cinnet","01/12/1974 (TR)","71","Alfred Hitchcock","","Suç,Gerilim,Korku","1h 56m","İngilizce","$3,500,000.00","$12,600,000.00"
"Cinnet","07/12/2007 (US)","52","Tony Giglio","","Korku,Gerilim","1h 37m","İngilizce","$2,600,000.00","$677,548.00"
"Circle","28/05/2015 (US)","60","Aaron Hann","Aaron Hann","Bilim-Kurgu,Gizem,Dram,Gerilim,Korku","1h 27m","İngilizce","-","-"
"City Hunter","06/02/2019 (FR)","65","Philippe Lacheau","","Aksiyon,Komedi,Macera","1h 31m","Fransızca","-","$14,702,744.00"
"City Hunter","25/04/2024 (TR)","65","Yuichi Satoh","","Aksiyon,Dram,Komedi","1h 45m","Japonca","-","-"
"Cizvit","27/05/2022 (US)","52","Alfonso Pineda Ulloa","","Aksiyon,Gizem,Gerilim","1h 45m","İngilizce","-","$108,738.00"
"Class of 1999","11/05/1990 (US)","60","Mark L. Lester","","Bilim-Kurgu,Aksiyon","1h 39m","İngilizce","$5,200,000.00","$2,459,895.00"
"Classic Albums: Amy Winehouse - Back to Black","14/09/2018 (GB)","74","Jeremy Marre","","Belgesel,Müzik","58m","İngilizce","-","-"
"Clean","28/01/2022 (US)","63","Paul Solet","Paul Solet","Suç","1h 33m","İngilizce","-","-"
"Cleanskin","09/03/2012 (GB)","57","Hadi Hajaig","Hadi Hajaig","Dram,Gerilim,Suç","1h 48m","İngilizce","-","-"
"Cleopatra: Queen of Sex","15/09/1970 (JP)","55","Osamu Tezuka","","Animasyon,Komedi,Bilim-Kurgu","1h 53m","Japonca","-","-"
"Cleveland Abduction","02/05/2015 (US)","72","Alex Kalymnios","Stephen Tolkin","Dram,Suç,TV film","1h 28m","İngilizce","-","-"
"Clifford","01/04/1994 (US)","49","Paul Flaherty","","Komedi","1h 29m","İngilizce","$19,000,000.00","$7,411,659.00"
"Clifford Büyük Kırmızı Köpek","10/11/2021 (US)","72","Walt Becker","","Aile,Macera,Komedi,Fantastik,Animasyon","1h 36m","İngilizce","$64,000,000.00","$107,347,356.00"
"Climax","06/10/2018 (TR)","71","Gaspar Noé","","Korku,Dram","1h 37m","Fransızca","$2,900,000.00","$1,700,000.00"
"Clock","28/03/2023 (US)","56","Alexis Jacknow","","Korku,Gerilim","1h 32m","İngilizce","-","-"
"Close to the Horizon","10/10/2019 (DE)","79","Tim Trachte","Ariane Schröder","Romantik,Dram","1h 57m","Almanca","-","-"
"Cloud 9","17/01/2014 (US)","69","Paul Hoen","Katie Wech","Aksiyon,Dram,Romantik,Aile,TV film","1h 30m","İngilizce","-","-"
"Clouds","09/10/2020 (US)","83","Justin Baldoni","","Müzik,Dram,Romantik","2h 1m","İngilizce","-","-"
"Cloudy Mountain","17/09/2021 (CN)","73","Li Jun","","Aksiyon,Macera,Dram","1h 54m","Çince","-","$58,340,541.00"
"Clovehitch Katili","16/11/2018 (US)","64","Duncan Skiles","Christopher Ford","Dram,Gizem,Suç","1h 49m","İngilizce","-","$167,994.00"
"Cloverfield Paradoksu","04/02/2018 (TR)","56","Julius Onah","","Korku,Bilim-Kurgu,Aksiyon","1h 42m","İngilizce","$45,000,000.00","-"
"Coco Chanel'den Önce","06/11/2009 (TR)","69","Anne Fontaine","","Dram,Tarih","1h 50m","Fransızca","-","-"
"Cocorico","07/02/2024 (FR)","58","Julien Hervé","Julien Hervé","Komedi","1h 31m","Fransızca","-","-"
"Colette","11/01/2019 (GB)","69","Wash Westmoreland","","Dram,Tarih","1h 51m","İngilizce","-","$14,273,033.00"
"Colors","15/04/1988 (US)","65","Dennis Hopper","","Aksiyon,Suç,Dram","2h","İngilizce","$6,000,000.00","$46,616,067.00"
"Colossal","07/04/2017 (US)","63","Nacho Vigalondo","Nacho Vigalondo","Dram,Fantastik,Bilim-Kurgu","1h 49m","İngilizce","-","$3,029,287.00"
"Come Out Fighting","19/05/2023 (US)","50","Steven Luke","Steven Luke","Savaş,Dram,Aksiyon","1h 26m","İngilizce","-","-"
"Come True","24/09/2020 (CA)","60","Anthony Scott Burns","","Bilim-Kurgu,Korku","1h 45m","İngilizce","-","$70,459.00"
"Commitment","05/11/2013 (KR)","73","Park Hong-soo","Park Hong-soo","Dram,Aksiyon,Gerilim","1h 53m","Korece","-","-"
"Conan 2 : Savaşçı Conan","29/06/1984 (US)","61","Richard Fleischer","","Macera,Fantastik,Aksiyon","1h 43m","İngilizce","$18,000,000.00","$28,600,000.00"
"Confess, Fletch","16/09/2022 (US)","63","Greg Mottola","","Komedi,Gizem,Suç","1h 38m","İngilizce","-","$500,000.00"
"Confessions of a Frustrated Housewife","04/08/1976 (IT)","75","Andrea Bianchi","","Dram","1h 32m","İtalyanca","-","-"
"Conor McGregor: Dövüşçü","03/11/2017 (IE)","70","Gavin FitzGerald","","Belgesel","1h 30m","İngilizce","-","-"
"Constantine","11/03/2005 (TR)","71","Francis Lawrence","","Fantastik,Aksiyon,Korku","2h 1m","İngilizce","$100,000,000.00","$230,900,000.00"
"Constantine: The House of Mystery","03/05/2022 (US)","68","Matt Peters","Ernie Altbacker","Animasyon,Aksiyon,Macera,Korku","27m","İngilizce","-","-"
"Corrina, Corrina","12/08/1994 (US)","67","Jessie Nelson","","Komedi,Dram,Aile,Romantik","1h 55m","İngilizce","-","-"
"Cosmic Sin","12/03/2021 (US)","41","Edward Drake","","Aksiyon,Macera,Bilim-Kurgu","1h 28m","İngilizce","$20,000,000.00","$349,757.00"
"Countdown to Eternity","01/01/1999 (US)","100","","","Belgesel","1h 14m","İngilizce","-","-"
"Coup de Chance","27/09/2023 (FR)","63","Woody Allen","Woody Allen","Komedi,Dram,Romantik","1h 36m","Fransızca","$10,000,000.00","$3,767,399.00"
"Coyote Lake","02/08/2019 (US)","61","Sara Seligman","Sara Seligman","Gerilim,Dram","1h 33m","İngilizce","-","-"
"Crabs!","26/08/2021 (GB)","43","Pierce Berolzheimer","Pierce Berolzheimer","Komedi,Korku","1h 20m","İngilizce","-","-"
"Cracked","24/02/2022 (TH)","57","Surapong Plearnsang","","Korku,Gerilim","1h 33m","Taylandça","-","-"
"Crayon Shin-chan: Fast Asleep! Dreaming World Big Assault!","16/04/2016 (JP)","67","Wataru Takahashi","Wataru Takahashi","Macera,Animasyon,Komedi,Aile,Fantastik","1h 37m","Japonca","-","$21,600,242.00"
"Crayon Shin-chan: Great Adventure In Henderland","13/04/1996 (JP)","73","Mitsuru Hongo","Mitsuru Hongo","Animasyon,Komedi,Macera,Fantastik","1h 37m","Japonca","-","-"
"Crayon Shin-chan: Storm-invoking Passion! The Adult Empire Strikes Back","21/04/2001 (JP)","83","Keiichi Hara","Keiichi Hara","Animasyon,Komedi","1h 30m","Japonca","-","$10,392,896.00"
"Crazy Desire","15/03/1962 (IT)","66","Luciano Salce","","Romantik,Komedi,Dram","1h 50m","İtalyanca","-","-"
"Creed II: Efsane Yükseliyor","11/01/2019 (TR)","70","Steven Caple Jr.","","Dram,Aksiyon","2h 10m","İngilizce","$50,000,000.00","$214,200,000.00"
"Creed II: Efsane Yükseliyor","11/01/2019 (TR)","70","Steven Caple Jr.","","Dram,Aksiyon","2h 10m","İngilizce","$50,000,000.00","$214,200,000.00"
"Crooklyn","13/05/1994 (US)","68","Spike Lee","","Komedi,Dram","1h 55m","İngilizce","$14,000,000.00","-"
"Crooklyn","13/05/1994 (US)","68","Spike Lee","","Komedi,Dram","1h 55m","İngilizce","$14,000,000.00","-"
"Crows Zero","26/10/2007 (JP)","70","Takashi Miike","","Aksiyon,Macera,Komedi,Suç","2h 10m","Japonca","-","-"
"Cruel Fixation","10/10/2019 (US)","69","Damián Romay","","Gerilim","1h 30m","İngilizce","-","-"
"Cruising","15/02/1980 (US)","66","William Friedkin","William Friedkin","Suç,Gizem,Gerilim","1h 42m","İngilizce","$11,000,000.00","$19,814,523.00"
"Crush","29/04/2022 (US)","75","Sammi Cohen","Kirsten King","Komedi,Romantik","1h 32m","İngilizce","-","-"
"Cult Killer","19/01/2024 (US)","63","Jon Keeyes","Charles Burnley","Gizem,Gerilim,Suç,Korku","1h 45m","İngilizce","-","-"
"Cumartesi Gecesi Ateşi","01/03/1984 (TR)","67","John Badham","","Müzik,Dram","1h 59m","İngilizce","$3,500,000.00","$237,100,000.00"
"Curiosa","03/04/2019 (FR)","60","Lou Jeunet","Lou Jeunet","Dram,Tarih","1h 47m","Fransızca","-","-"
"Cüce Dedektif Şerlok","04/05/2018 (GB)","56","John Stevenson","","Animasyon,Aile,Fantastik,Komedi,Macera,Gizem","1h 26m","İngilizce","$59,000,000.00","$90,497,778.00"
"Cyborg","07/04/1989 (US)","57","Albert Pyun","","Bilim-Kurgu,Aksiyon,Gerilim,Macera","1h 26m","İngilizce","$500,000.00","$10,166,459.00"
"Cyrano","25/02/2022 (TR)","64","Joe Wright","","Dram,Romantik","2h 4m","İngilizce","$20,000,000.00","$3,000,000.00"
"Cyrano de Bergerac","17/05/1991 (TR)","73","Jean-Paul Rappeneau","","Dram,Komedi,Tarih,Romantik","2h 17m","Fransızca","-","$5,822,041.00"
"Cyst","12/11/2021 (DE)","47","Tyler Russell","Tyler Russell","Korku,Bilim-Kurgu,Komedi","1h 8m","İngilizce","-","-"
"Çakal","16/01/1998 (TR)","64","Michael Caton-Jones","","Aksiyon,Gerilim,Macera,Suç","2h 4m","İngilizce","$60,000,000.00","$159,300,000.00"
"Çakalın Günü","15/06/1973 (GB)","75","Fred Zinnemann","","Aksiyon,Gerilim","2h 23m","İngilizce","-","$16,056,255.00"
"Çakı Gibi","24/06/2016 (US)","69","Daniel Scheinert","Daniel Scheinert","Komedi,Dram,Romantik,Fantastik,Macera","1h 37m","İngilizce","$3,000,000.00","$5,800,000.00"
"Çakma Ajan","04/03/2016 (TR)","59","Louis Leterrier","","Aksiyon,Komedi","1h 23m","İngilizce","$35,000,000.00","$28,000,000.00"
"Çakma Polisler","13/08/2014 (US)","65","Luke Greenfield","","Komedi","1h 44m","İngilizce","$17,000,000.00","$136,600,000.00"
"Çakmaktaşlar Taş Vegas'ta","28/04/2000 (US)","48","Brian Levant","Joseph Barbera","Komedi,Aile,Romantik","1h 30m","İngilizce","$83,000,000.00","$59,468,275.00"
"Çalınan Buseler","04/09/1968 (FR)","73","François Truffaut","","Komedi,Dram,Romantik","1h 30m","Fransızca","$350,000.00","$1,500,000.00"
"Çalınmış Güzellik","15/05/1996 (FR)","67","Bernardo Bertolucci","","Dram,Romantik","1h 58m","İngilizce","$10,000,000.00","$4,800,000.00"
"Çapkın","17/01/2009 (US)","55","David Mackenzie","Paul Kolsby","Komedi,Romantik","1h 37m","İngilizce","-","$12,035,862.00"
"Çapraz Ateş","01/11/2011 (TR)","57","Steven Soderbergh","Lem Dobbs","Aksiyon,Dram,Gerilim","1h 33m","İngilizce","$23,000,000.00","$33,372,606.00"
"Çapraz Hayatlar","30/12/1998 (US)","66","Willard Carroll","Willard Carroll","Komedi,Dram,Romantik","2h 1m","İngilizce","$20,000,000.00","$3,970,078.00"
"Çarmıha Gerilen Aşıklar","23/11/1954 (JP)","77","Kenji Mizoguchi","","Dram,Romantik","1h 42m","Japonca","-","-"
"Çarpışma","24/06/2005 (TR)","72","Paul Haggis","","Dram","1h 52m","İngilizce","$6,500,000.00","$98,400,000.00"
"Çarpışma","07/04/2002 (US)","63","Roger Michell","","Gerilim,Aksiyon,Dram","1h 38m","İngilizce","$45,000,000.00","$94,935,764.00"
"Çatlak Film","25/01/2013 (US)","46","Patrik Forsberg","Patrik Forsberg","Komedi","1h 34m","İngilizce","$6,000,000.00","$32,400,000.00"
"Çatlak Profesör","28/06/1996 (US)","56","Tom Shadyac","","Fantastik,Komedi,Romantik,Bilim-Kurgu","1h 35m","İngilizce","$54,000,000.00","$128,769,345.00"
"Çatlak Profesör II: Klump Ailesi","27/07/2000 (US)","50","Peter Segal","","Fantastik,Komedi,Romantik,Bilim-Kurgu","1h 46m","İngilizce","$84,000,000.00","$123,307,945.00"
"Çatlak Yönetmen","08/10/1999 (TR)","62","Frank Oz","","Komedi","1h 37m","İngilizce","$55,000,000.00","$98,625,775.00"
"Çato - Devler Ülkesi","25/05/1972 (US)","65","Michael Winner","Gerald Wilson","Vahşi Batı","1h 40m","İngilizce","-","-"
"Çavuş Stubby Bir Amerikan Kahramanı","10/08/2018 (GB)","78","Richard Lanni","Richard Lanni","Animasyon,Macera,Aile,Tarih,Savaş","1h 24m","İngilizce","$25,000,000.00","$4,900,000.00"
"Çaylak","07/12/1990 (US)","59","Clint Eastwood","","Aksiyon,Suç,Dram,Gerilim","2h","İngilizce","$10,000,000.00","$21,600,000.00"
"Çaylak","25/03/2002 (US)","68","John Lee Hancock","Mike Rich","Dram,Aile","2h 7m","İngilizce","$20,000,000.00","$75,597,042.00"
"Çaylak Soyguncular","12/08/2011 (US)","58","Ruben Fleischer","","Aksiyon,Macera,Komedi","1h 23m","İngilizce","$28,000,000.00","$40,500,000.00"
"Çelik Manolyalar","15/11/1989 (US)","72","Herbert Ross","","Komedi,Dram,Romantik","1h 57m","İngilizce","$15,000,000.00","$95,904,091.00"
"Çelik Yumruklar","07/10/2011 (TR)","70","Shawn Levy","","Aksiyon,Bilim-Kurgu,Dram","2h 7m","İngilizce","$110,000,000.00","$299,300,000.00"
"Çernobil Günlükleri","25/05/2012 (US)","53","Bradley Parker","Oren Peli","Korku,Gerilim","1h 28m","İngilizce","$1,000,000.00","$38,390,020.00"
"Çete","15/09/2006 (US)","71","Phil Joanou","Jeff Maguire","Suç,Dram","2h 5m","İngilizce","$30,000,000.00","$41,500,000.00"
"Çeteler Savaşı","20/10/2000 (US)","62","James Gray","James Gray","Suç,Dram,Gerilim","1h 55m","İngilizce","-","-"
"Çevirmen","22/04/2005 (TR)","63","Sydney Pollack","","Suç,Gerilim","2h 8m","İngilizce","$80,000,000.00","$162,944,923.00"
"Çığlık","13/03/1981 (US)","66","Joe Dante","","Korku","1h 31m","İngilizce","$1,000,000.00","$17,985,893.00"
"Çığlık 2","27/03/1998 (TR)","65","Wes Craven","","Korku,Gizem","2h","İngilizce","$24,000,000.00","$172,400,000.00"
